Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
2213.0,0.078,1.685,47.0,30.214,Turning,Cast Iron,HSS
1272.0,0.454,0.242,,12.963,Turning,Cast Iron,Coated Carbide
2318.0,0.12,0.567,177.0,36.723,Milling,Brass,HSS
685.0,0.228,2.955,263.0,99.373,Turning,Cast Iron,Carbide
600.0,0.178,0.737,26.0,9.782,Turning,Brass,Diamond
1689.0,0.084,0.589,156.0,74.798,Milling,Brass,
2741.0,0.294,2.344,53.0,1.891,Turning,Cast Iron,Carbide
1055.0,0.34,0.586,114.0,32.582,Milling,Cast Iron,HSS
2757.0,0.469,2.246,47.0,,Milling,Mild Steel,Carbide
1727.0,0.389,1.709,49.0,6.233,Turning,Mild Steel,Carbide
2851.0,0.46,2.125,60.0,5.716,Turning,Cast Iron,Carbide
1137.0,0.209,1.212,163.0,49.611,Turning,Brass,HSS
2268.0,0.162,2.901,7.0,2.308,Milling,Cast Iron,Coated Carbide
2119.0,0.471,0.832,262.0,7.042,Turning,Brass,HSS
809.0,0.19,1.55,85.0,38.061,Milling,Cast Iron,Coated Carbide
1563.0,0.387,0.348,33.0,2.688,Turning,Cast Iron,HSS
3052.0,0.114,2.855,161.0,13.959,Turning,Brass,Carbide
2176.0,,1.67,285.0,18.916,Milling,Cast Iron,Carbide
1182.0,0.118,0.95,292.0,115.964,Milling,irass,Coated karbide
761.0,0.08,2.129,129.0,131.226,Turning,Brass,eSS
1535.0,0.351,0.465,220.0,24.733,Milling,Mild Steel,Coated Carbide
2970.0,0.426,3.105,42.0,4.992,Millbng,Mild Steel,Carbide
1834.0,0.105,2.071,240.0,72.025,Turning,Mild Steel,Coated Carbide
1691.0,0.251,2.143,175.0,28.537,Turning,Brass,Carbide
1302.0,0.112,2.68,247.0,88.74,Turning,Brays,Coated Carbide
2529.0,0.119,1.366,164.0,30.274,Milling,Mild Steel,Coatwd Carbide
2151.0,0.177,0.766,130.0,17.97,Micling,Cast Iron,Coated Carbide
883.0,0.425,3.024,295.0,,Milling,Mild Steel,Coated Carbide
2318.0,0.466,0.537,140.0,12.262,Milling,Cast Iron,Carbide
2743.0,0.318,2.896,239.0,29.311,Milling,Cast Iron,Coated Carbide
2396.0,0.262,1.196,201.0,,Milling,Mild Steel,Coated Carbide
1314.0,0.455,1.974,0.0,6.458318710400123,Milling,Steel,Carbide
1442.0,0.159,0.763,267.0,73.421,Milling,Brass,Carbide
1101.0,0.501,2.246,209.0,23.016,Turning,Mild Steel,Carbide
518.0,0.377,1.931,239.0,52.653,Milling,Brass,Coated Carbide
2016.0,0.166,2.211,0.0,3.660113750746778,Milling,Brass,HSS
1395.0,0.355,2.844,148.0,19.3,Turning,Cast Iron,HSS
1468.0,0.364,0.761,122.0,16.558,Milling,Mild Steel,HSS
1641.0,0.21,0.417,66.0,6.675,Turning,Brass,HSS
1864.0,0.142,1.993,93.0,20.289,Turning,Cast Iron,Coated Carbide
1696.0,0.252,2.901,124.0,21.327,Turning,Brass,HSS
770.0,0.378,2.644,,-0.811,Turning,Cast Iron,Carbide
1737.0,0.462,1.874,59.0,2.007,Turning,Mild Steel,Carbide
1460.0,0.092,2.1,75.0,26.318,Milling,Mild Steel,Coated Carbide
1809.0,0.151,1.412,6.0,-1.015,Milling,Brass,Coated Carbide
2147.0,0.384,2.894,203.0,11.611,Turning,Mild Steel,Coated Carbide
1501.0,0.378,2.179,68.0,13.341,Milling,Mild Steel,Carbide
1761.0,0.199,1.405,255.0,43.663,Milling,Brass,Coated Carbide
2544.0,0.121,0.765,125.0,30.578,Milling,Brass,HSS
2239.0,0.348,2.674,144.0,16.256,Milling,Brass,Carbide
1825.0,0.092,1.642,73.0,24.594,Turning,Brass,HSS
1836.0,0.031,1.383,264.0,151.708,Milling,Cast Iron,Coated Carbide
836.0,0.339,2.23,80.0,10.318,Turning,Cast Iron,
2343.0,0.486,2.28,62.0,6.238,Milling,Brass,Carbide
819.0,0.242,0.599,186.0,53.497,Milling,Brass,Coated Carbide
841.0,0.465,2.371,236.0,38.913,Milling,Cast Iron,Coated Carbide
1221.0,0.192,1.247,59.0,11.502,Turning,Mild Steel,Coated Carbide
1123.0,0.321,0.799,142.0,31.317,Milling,Mild Steel,Cdated Carbide
1621.0,0.142,,95.0,25.713,Turning,Mild Steel,Carbide
2356.0,0.166,0.868,118.0,17.537,Turning,Mild Steel,Coated Carbide
2467.0,0.425,2.08,0.0,7.312994834600426,Milling,Cast Iron,Carbide
2208.0,0.155,1.365,92.0,28.497,Turning,Cast Iron,Carbide
982.0,0.106,2.716,0.0,8.877075595452437,Milling,Cast Iron,Carbide
954.0,0.104,1.457,4.0,12.863,Turning,Brass,HSS
2261.0,0.349,0.477,189.0,33.992,Milling,Mild Steel,HSS
2141.0,0.451,1.962,138.0,26.663,Milling,Brass,HSS
1509.0,0.368,0.295,268.0,39.226,Turning,Cast Iron,HSS
,0.081,1.302,5.0,1.56,Milling,Mild Steel,Coated Carbide
2609.0,,2.872,23.0,-3.438,Turning,Cast Iron,Carbide
2817.0,0.321,0.81,28.0,9.597,Milling,Brass,Coated Carbide
917.0,0.276,2.367,164.0,31.442,Turning,Brass,HSS
1988.0,0.127,0.226,289.0,91.556,Turning,Cast Iron,HSS
2039.0,0.385,1.133,268.0,14.236,Turning,Mild Steel,Coated Carbide
2746.0,0.334,2.013,148.0,11.393,xilling,Cast Iron,HSS
1892.0,0.117,2.711,297.0,85.368,Tudning,Mild Steel,Carbide
1002.0,0.161,,117.0,40.879,Milling,Brass,Carbide
1219.0,0.31,1.821,259.0,44.363,Turning,Cast Iron,Carbide
660.0,0.217,2.346,287.0,129.56,Milling,Mild Steel,Coated Carbide
1525.0,0.324,2.686,104.0,20.017,Milling,Cast Iron,HSS
2055.0,0.104,,248.0,102.052,Milling,Cast Iron,Caqbide
1844.0,0.318,1.124,61.0,1.618,Milling,Mild Steel,HSS
2027.0,0.237,2.469,15.0,-4.413,Turning,Brass,HSS
2537.0,0.366,2.589,70.0,16.776,Turning,Cast Iron,Carbide
1944.0,0.246,2.562,185.0,31.578,Milling,Mild Steel,HSS
2478.0,0.195,0.32,40.0,,Milling,Mild Steel,Coated Carbide
1959.0,0.35,2.279,,9.665,Turning,Mild Steel,Coated Carbide
420.0,0.497,0.474,251.0,46.972,Turning,Mild Steel,Coated Carbide
977.0,0.071,0.534,65.0,62.524,Turning,Cast Iron,Carbide
1252.0,,1.624,295.0,54.628,Milling,Mild Steel,Carbide
1065.0,0.319,1.116,0.0,3.618355922109357,Turning,Mild Steel,HSS
,0.253,0.721,141.0,16.914,Milling,Brlss,Carbide
1546.0,,2.495,138.0,21.24,Milling,,Carbide
,0.471,0.209,154.0,52.667,Milling,Mild Steel,HSS
1757.0,0.081,0.349,39.0,14.131,Turning,Mild Steel,Carbide
1168.0,0.353,1.798,82.0,18.07,Turying,Cast Iron,Carbide
1089.0,0.383,2.45,46.0,1.45,Turning,Mild Steel,Coated Carbide
2587.0,0.238,1.474,159.0,13.313,Turning,Brass,Carbide
2390.0,0.342,2.693,255.0,23.888,Milling,Mild Steel,Coated Carbide
2839.0,0.355,1.916,116.0,,Milling,Mild Steel,HSS
1464.0,0.306,1.387,,,Turning,Cast Iron,Carbide
1955.0,0.22,1.413,11.0,-2.291,Milling,Mild Steel,Coated Carbide
746.0,0.496,0.564,47.0,-0.953,Turning,Brass,Coated Carbide
2304.0,0.5,0.732,291.0,7.076,Turning,Brlss,HSS
1216.0,0.061,2.598,222.0,261.548,Milling,Mild Steel,
722.0,0.316,1.769,183.0,,Turning,Mild Steel,Carbide
1411.0,0.322,1.482,152.0,14.966,Turning,Brass,Coated Carbide
625.0,0.131,1.713,137.0,116.388,Milling,Mild Steel,Coated Carbide
2307.0,0.26,0.785,134.0,17.976,Milling,Brass,Coated Carbide
879.0,0.319,2.2,67.0,14.692,Turning,Mild Steel,HSS
11951.249886121208,0.458,2.514,169.0,22.604,Milling,Mild Steel,Carbide
1173.0,0.475,2.495,181.0,23.76,Milling,Brass,Carbide
,0.216,1.699,25.0,-4.502,Turning,Mild Steel,Carbide
1283.0,0.36,0.462,209.0,23.097,Milling,Mild Steel,Coated Carbide
2277.0,0.406,1.612,301.0,29.785,Milling,Mild Steel,HSS
1620.0,0.091,1.9,192.0,124.168,Milling,Mkld Steel,HSS
1620.0,0.508,2.265,105.0,5.44,Turning,Cast Iron,Carbide
1004.0,0.281,2.813,47.0,16.118,Milling,Mild Steel,HSS
1467.0,0.447,0.925,52.0,-0.499,Milling,Brass,Coated Carbide
1494.0,0.413,0.396,205.0,17.521,Milling,Brass,Coated Carbide
1174.0,0.079,0.654,119.0,72.062,Milling,Brass,Coated Carbide
1679.0,0.344,2.668,50.0,,Turning,Mild Steel,Coated Carbide
1518.0,0.129,0.485,76.0,23.506,Turning,Mdld Steel,Coated Carbide
917.0,0.133,2.698,262.0,189.98,Milling,Brass,HSS
1588.0,0.37,1.158,249.0,,Turning,Mild Steel,HSS
975.0,0.245,1.366,108.0,39.973,Milling,,HSS
624.0,0.351,2.489,214.0,49.66,Milling,Brass,Coated Carbide
1261.0,,2.879,176.0,35.642,Milling,Mild Steel,Carbide
2414.0,0.129,0.782,44.0,11.094,Turning,Brass,HSS
852.0,0.143,0.414,112.0,67.371,Milling,Mild Steel,Coated Carbide
1732.0,0.383,2.047,52.0,-5.207,Milling,Mild Steel,
2142.0,0.116,2.163,99.0,18.24,Turning,Cast Iron,Carbide
1116.0,0.2,,234.0,60.982,Turninf,Mild Steel,Carbide
2369.0,0.106,1.782,169.0,49.788,Milling,Brass,HSS
1660.0,0.411,2.962,171.0,10.312,Milling,Brass,Carbide
2513.0,0.451,,25.0,0.734,Turning,Brass,HSS
2210.0,0.099,0.556,270.0,109.949,Milling,Mild Steel,HSS
2224.0,0.095,2.748,271.0,88.58,Milling,Cast Iron,Carbide
2097.0,0.488,0.311,107.0,0.323,Tuvning,Mild Steel,Coated Carbide
2985.0,0.265,0.893,154.0,20.722,Turning,Cast Iron,HSS
2582.0,0.245,1.953,126.0,11.806,Turning,Aluminum,Coated Carbide
756.0,0.057,0.796,138.0,344.379,Milling,Mild Steel,HSS
2106.0,0.18,,98.0,16.186,Milling,Mild Steel,Coated Carbide
2017.0,0.068,1.829,147.0,76.245,Turning,,HSS
675.0,0.363,0.343,292.0,121.415,Milling,Cast Iron,HSS
2126.0,0.438,0.321,272.0,20.927,Turning,Cast Iron,HSS
1052.0,0.383,1.417,86.0,9.282,Turning,Mild Steel,Coated Carbide
2343.0,0.383,0.714,293.0,29.31,Milling,Mild Steel,Coated Carkide
1631.0,0.18,1.067,162.0,64.382,Milling,Cast Iron,HSS
,0.216,0.4,264.0,152.658,Turning,Mild Steel,HSS
1257.0,0.334,1.364,273.0,37.079,Turning,Brass,Coated Carbide
598.0,0.266,0.301,0.0,2.4986979788824506,Milling,Mild Steel,Carbide
2946.0,0.226,0.29,85.0,5.27,,Cast Iron,Carbide
2211.0,0.334,1.417,274.0,30.741,,Brass,HSS
630.0,0.43,2.681,89.0,12.886,Turning,Cast Iron,HSS
1696.0,0.362,0.874,140.0,22.188,Milling,Mild Steel,iarbide
892.0,0.252,1.879,224.0,71.8,Milling,Mild Steel,Coated Carbyde
448.0,0.325,1.853,14.0,26.034,,Cast Iron,HSS
1016.0,0.49,0.432,220.0,21.692,Turning,Brass,Carbide
620.0,0.438,2.073,59.0,13.662,Milling,Cast Iron,Coated Carbide
1212.0,0.312,0.364,84.0,13.727,Turnfng,Brass,Carbide
1395.0,0.417,0.862,243.0,42.963,Millvng,Cast Iron,Carbide
1933.0,0.505,1.204,238.0,10.538,Turning,Brass,Coated Carbide
1281.0,0.095,1.935,165.0,105.222,Milling,Mild Steel,Carbide
2202.0,,2.314,241.0,23.933,Milling,Cast Iron,HSS
2530.0,0.452,0.979,27.0,3.521,Milling,Mild Steel,HSS
1999.0,0.477,2.884,253.0,21.507,Turning,Brass,Coated Carbide
2988.0,0.314,2.699,199.0,9.706,Turning,Cast Iron,Coated Carbide
2288.0,0.044,2.603,257.0,185.393,Milling,Cast Iron,HSS
547.0,0.04,1.295,22.0,67.37,Milling,Cast Iron,HSS
2422.0,0.167,0.516,37.0,8.65,xurning,Brass,Coated Carbide
3008.0,0.076,0.506,238.0,56.718,Turning,Mild Steel,Carbide
1155.0,,1.821,256.0,20.676,,Brass,Carbide
2376.0,0.149,2.76,92.0,13.068,Milling,Mild Steel,Coated Carbide
1246.0,0.333,0.233,59.0,21.627,Milling,Brass,Coated Carbide
2374.0,0.457,2.0,296.0,12.358,Turning,Mild Steel,HSS
1647.0,0.436,1.32,77.0,7.321,Turning,yild Steel,HSS
664.0,0.427,0.707,84.0,18.579,Turning,Mild Steel,Coated Carbide
1483.0,,1.122,237.0,97.675,Milling,Cast Iron,HSS
2595.0,0.471,2.63,33.0,-6.399,Turning,Brass,Coated Carbide
1059.0,0.303,0.459,247.0,85.38,Milling,Mild Steel,HSS
2883.0,0.24,,67.0,0.457,Turning,Cast Iron,Coated Carbide
1731.0,0.498,2.291,277.0,14.785,Turning,Mild Steel,Coated Carbide
1285.0,0.209,2.853,250.0,54.432,Turnilg,Cast Iron,Coated Carbide
598.0,0.463,0.606,135.0,11.982,Turning,Brass,Carbide
1553.0,0.057,1.807,268.0,112.459,Turning,Brass,Coated Carbide
1241.0,0.106,2.605,169.0,54.477,Turning,Brass,Carbide
796.0,0.102,2.688,72.0,60.52,Turning,Cast Iron,Coated Carbide
2849.0,0.069,2.902,148.0,57.182,Turning,Cast Iron,Coated Carbide
3013.0,0.163,1.653,81.0,5.752,Turning,Brass,HSS
3030.0,0.155,1.498,139.0,32.21,Milling,Cast Iron,HSS
2225.0,0.12,0.856,,13.547,Turning,Cast Iron,Coated Carbide
1728.0,0.189,2.407,212.0,40.86,Turning,Mild Steel,Carbide
1827.0,0.123,2.891,222.0,39.755,Turning,Brass,Carbide
636.0,0.44,1.265,211.0,53.664,Turning,Mild Steel,HSS
2941.0,0.263,0.408,31.0,4.846,Turning,Cast Iron,Coated Carbide
2245.0,0.089,2.035,290.0,133.99,Turning,Cast Iron,HSS
2089.0,0.142,2.264,156.0,37.293,Turning,Cast Iron,Carbide
2015.0,0.232,,74.0,16.712,gurning,Miwd Steel,Carbide
2916.0,0.065,1.135,18.0,6.397,Turning,Cast Iron,HSS
783.0,0.468,0.883,283.0,,Turning,Mild Steel,Carbide
2626.0,0.222,1.826,167.0,19.32,Turning,Mild Steel,Coated Carbide
1011.0,0.25,0.702,17.0,6.093,Turning,Brass,HSS
2274.0,0.253,2.847,110.0,8.552,Milling,Brass,Coated Carbide
15947.01655190135,0.371,1.716,100.0,12.024,zilling,Cast Iron,Coated Carbide
2254.0,0.481,2.243,43.0,3.024,Milling,Brass,Coated Carbide
1195.0,,2.825,188.0,33.702,Milling,Brass,HSS
757.0,0.479,0.969,124.0,18.221,Turning,,Coated Carbide
2310.0,0.359,2.095,172.0,17.83,Milling,Brass,Carbide
964.0,0.4,1.127,195.0,31.71,Milling,Mild Steel,Coated Canbide
918.0,0.344,2.527,65.0,9.11,Milling,Brass,HSS
2209.0,0.397,2.9,297.0,,Turning,Mild Steel,Coated Carbide
2924.0,0.227,2.745,115.0,10.825,Milling,Brass,Carbide
1840.0,0.36,2.455,245.0,14.755,Turning,Brass,Coated Carbide
1165.0,0.276,1.001,205.0,27.364,Turning,Brass,Coated Carbide
1516.0,0.1,1.591,40.0,14.237,Milling,Casz Iron,Coated Carbide
742.0,0.455,,95.0,18.498,Turning,Brass,HSS
1337.0,0.301,2.028,29.0,3.556,Turning,Cast Iron,Carbide
832.0,0.126,3.045,291.0,222.899,Milling,Mild Steel,Carbide
1000.0,0.072,1.754,,414.234,Turning,Mild Steel,HSS
2650.0,0.215,1.981,131.0,13.114,Milling,Brass,Carbide
,0.5,0.674,219.0,17.623,Turning,Brass,Coated Carbide
1202.0,0.293,2.053,108.0,39.422,Milling,Cast Iron,HSS
1576.0,0.208,0.417,128.0,25.371,Milling,Brass,jSS
526.0,0.087,0.506,242.0,422.973,Turning,Cast Iron,HSi
1178.0,0.221,2.176,89.0,28.519,Turning,Cast Iron,Coated Carbide
2084.0,0.489,0.364,220.0,,Turning,Mild Steel,HSS
2893.0,0.211,0.911,,11.467,Milling,Brass,Coated Carbide
2402.0,0.448,1.846,236.0,24.28,Turning,Cast Iron,HSS
1412.0,0.065,2.558,14.0,11.478,Milling,Brass,HSS
2115.0,0.442,0.311,210.0,20.436,Turning,Mild Steel,Carbide
2272.0,0.435,0.248,288.0,26.452,Mmlling,Brass,HSS
1165.0,0.276,1.61,129.0,26.104,Milling,Brass,Ceramic
2453.0,0.236,0.646,90.0,13.949,Turning,Mild Steel,Coated Carbide
1074.0,0.081,0.574,94.0,48.508,Turning,Brass,Carbide
2613.0,0.508,1.202,225.0,22.934,Milling,Mild Steel,Cawbide
1839.0,0.218,2.835,231.0,26.507,Turning,Brass,HSS
1609.0,0.119,1.751,,,Milling,Brass,Carbide
2337.0,0.424,0.218,251.0,10.639,Tprning,Brass,Carbide
2479.0,0.214,0.743,203.0,37.172,Milling,Brass,Carbide
843.0,0.202,1.076,78.0,26.591,Milling,Brass,Carbide
449.0,0.143,1.742,171.0,190.932,uilling,Cast Iron,Coated Carbide
782.0,0.359,1.059,274.0,77.329,Turning,Cast Iron,Carbide
1831.0,0.125,1.924,120.0,,Turnipg,Mild Steel,Carbide
1564.0,0.323,2.851,223.0,,Milling,Mild Steel,Coated Carbide
1064.0,0.406,1.333,56.0,11.594,Turning,Mild Steel,Carbide
2688.0,0.289,2.574,162.0,15.725,Turning,Mild Steel,Coated Carbide
1924.0,0.15,1.357,200.0,44.0,Milling,Brass,Carbide
,0.406,1.292,236.0,15.845,Turning,Brass,Coated Carbide
667.0,0.19,2.466,14.0,17.333,Milling,Cast Iron,HSS
,0.063,2.515,241.0,180.679,Milling,Mild Steel,HSS
1547.0,0.384,1.356,105.0,19.043,Milling,Cast Iron,HSS
1389.0,0.251,0.883,246.0,60.024,Milling,Cast Iron,Carbide
2380.0,0.215,1.261,201.0,21.736,lilling,Brass,Coated Carbide
706.0,0.198,2.5,178.0,79.448,,Mild Steel,Coated Carbide
2778.0,0.435,0.111,217.0,13.159,Turning,Brass,HSS
2587.0,0.499,2.538,246.0,24.508,Milling,Cast Iron,HSS
1542.0,0.319,0.931,104.0,21.946,Milling,Cast Iron,HSS
2230.0,0.117,,213.0,,Milling,Brass,Carbide
1932.0,0.053,1.494,267.0,109.673,Turning,Mold Steel,Carbide
2952.0,0.142,0.907,173.0,29.862,Turning,Mild Steel,Carbide
1173.0,0.089,1.62,15.0,7.876,Turning,Cast Iron,Carbide
2575.0,0.123,0.268,,13.519,Milling,Cast Iron,Coated Carbide
2914.0,0.158,0.218,299.0,66.635,Milling,Mild Steel,HSS
2755.0,0.406,0.979,291.0,8.927,Tuhning,Mild Steel,Carbide
714.0,0.428,0.869,9.0,5.484,Milling,Mild Steel,Coated Carbide
968.0,0.178,2.123,290.0,200.71,Milling,Cast Iron,HSS
1475.0,0.323,1.825,271.0,37.671,Turning,Brass,HSS
1680.0,0.318,1.26,245.0,37.93,Turning,Cast Iron,Carbide
2213.0,0.324,0.492,210.0,12.605,Milling,Brass,Carbide
2538.0,0.26,2.157,17.0,0.869,Milling,Cast Iron,HSS
638.0,,0.712,171.0,38.055,Milling,Cast Iron,Carbide
1392.0,0.303,1.207,148.0,11.734,Turning,Brass,Coated Carbide
938.0,0.447,1.427,,-4.511,Turning,Brass,Coated Carbide
,0.267,2.474,228.0,29.17,Milling,Mild Steel,Coated Carbide
2329.0,0.063,1.295,49.0,24.749,Milling,Cast Iron,Carbide
1191.0,0.399,0.58,153.0,38.417,Milling,Cast vron,HSS
1588.0,0.304,1.459,166.0,25.689,qurning,Cast Iron,Carbide
2623.0,0.378,1.997,93.0,2.572,Turning,Mild Steel,Carbide
1531.0,0.257,2.588,298.0,61.411,qilling,Cast Iron,Coated Carbide
2631.0,0.324,0.211,215.0,15.396,Turning,Cass Iron,HSS
606.0,0.24,1.907,34.0,22.235,Turning,,Carbide
3009.0,0.042,0.988,76.0,39.082,Milljng,Cast Iron,Carbide
702.0,0.066,2.039,113.0,119.609,Turning,Brass,HSS
1431.0,0.246,2.072,297.0,54.801,Milling,Brass,Carbide
1735.0,0.384,2.875,92.0,,Turning,Mild Steel,HxS
2319.0,0.377,0.364,66.0,2.121,Milling,Brass,Carbide
1781.0,0.217,2.253,101.0,9.658,Turning,Cast Iron,Coated Carbide
603.0,0.392,0.374,192.0,69.252,Milling,Mild Steel,HSS
1217.0,0.141,2.046,35.0,29.843,Milling,Mild Steel,HSS
1263.0,0.382,0.376,58.0,11.387,Milling,Mild Steel,Coated Carbide
1656.0,0.151,2.113,188.0,50.311,Turning,Cast Iron,Carbide
1259.0,0.125,0.247,170.0,145.916,Milling,Cast Iron,HSS
760.0,0.182,1.098,191.0,76.085,Turning,Mild Steel,Coated Carbide
1196.0,0.146,1.974,135.0,33.779,Turnrng,Brass,Carbide
870.0,0.171,1.489,279.0,109.152,qilling,Brass,Coated marbide
1066.0,0.47,2.377,210.0,31.531,Turning,Cast Iron,Carbide
1038.0,0.464,1.216,61.0,,Milling,Brass,HSS
852.0,0.231,1.375,248.0,63.416,Turning,Mild Steel,Coated Carbide
1552.0,0.203,2.339,190.0,,Turning,Mild Steel,
1509.0,0.124,0.736,,79.747,Milling,Mild Steel,Carbide
1635.0,0.491,2.296,173.0,11.886,Turning,Brass,Carbide
2014.0,0.255,1.822,102.0,10.58,Turning,Mild Steel,HSS
2565.0,0.077,0.981,211.0,69.323,Turning,Cast Iron,HSS
2940.0,0.277,,87.0,2.439,Milling,Brass,Carbide
2170.0,0.187,2.803,200.0,56.0,Milling,Cast Iron,HSS
2896.0,0.402,1.515,292.0,21.574,Turning,Brass,HSS
2381.0,0.482,2.368,290.0,16.321,Milling,Mild Steel,Carbide
2339.0,,2.003,152.0,,Turning,Mild Steel,HSS
1570.0,0.317,0.151,195.0,34.556,Milling,Mild Steel,Coated Carbide
644.0,0.069,2.98,170.0,312.603,Turnwng,Mild Steel,
1218.0,0.284,2.271,216.0,,Turning,Cast Iron,HSS
2058.0,0.457,0.751,47.0,0.812,Turning,Brass,Carbide
1098.0,0.404,2.398,115.0,16.375,Turning,Brass,Carbide
713.0,0.459,2.537,,16.599,Turning,Cast Iron,Carbide
1176.0,0.363,2.716,142.0,21.181,Milling,Brass,Carbide
1664.0,0.075,1.663,138.0,71.888,Milling,tild Steel,Carbide
2682.0,0.283,0.526,14.0,8.343,Turning,Brass,Carbide
2706.0,0.115,1.843,222.0,57.896,Milling,Cast Iron,Carbide
2841.0,0.459,2.799,5.0,6.771,Turning,Mild Steel,HSS
1919.0,0.236,1.544,242.0,25.185,Turning,Mild Steel,Coated Carbide
1679.0,0.29,2.3,21.0,1.005,Turning,Cast Iron,Coated Carbide
1332.0,0.068,0.316,45.0,24.988,Turning,Mild Steel,HSS
474.0,0.139,2.976,221.0,165.99,Turnbng,Mild Steel,Carbide
575.0,0.207,1.139,134.0,77.664,Turning,Mild Steel,Carbide
2519.0,0.064,,158.0,72.397,Milling,Cast Iron,HSS
2434.0,0.259,0.932,97.0,11.585,Turning,CastyIron,Coated Carbide
2187.0,0.343,1.048,0.0,9.237307814228322,Turning,Cast Irzn,Coated Carbide
2820.0,0.398,,235.0,21.006,Milling,Cast Iron,
2741.0,0.475,1.611,88.0,4.661,,Mild Steel,Coated Carbidv
1156.0,0.084,1.15,280.0,318.876,Milling,Cast Iron,HSS
2769.0,0.347,1.545,30.0,10.389,Milling,Brass,Coated Cargide
1310.0,0.33,0.894,35.0,,Turning,Mild Steel,HSS
1564.0,0.198,0.785,203.0,,Milling,Mild Steel,Carbide
2487.0,0.497,1.126,50.0,,Turning,Cast Iron,HSS
1195.0,0.404,0.331,11.0,2.896,Milling,Cast Iron,Carbide
2097.0,0.06,1.782,249.0,149.699,Milling,Mild Steel,Cfrbide
1834.0,0.486,1.424,82.0,3.775,Turning,Brass,HSS
851.0,0.07,0.635,252.0,350.583,Milling,Mild Steel,Carbide
1961.0,0.063,0.566,78.0,37.118,Turning,Mild Steel,Carbide
1558.0,0.21,1.462,56.0,13.348,Turning,Brass,Coated Carbide
498.0,0.494,1.116,113.0,38.452,Turning,Mild Steel,HSS
2713.0,0.133,0.182,0.0,3.4760553057863666,Milling,Cast Iron,HSS
1773.0,0.38,1.731,141.0,7.587,Turning,Mild Steel,Coated Carbide
,0.395,0.981,289.0,12.666,Turning,Mild Steel,Carbide
566.0,0.397,2.993,281.0,67.5,,Mild Steel,Carbide
2765.0,0.4,0.728,203.0,4.544,Milling,Brass,Coated Carbide
2189.0,0.207,2.551,266.0,40.564,Turning,Mild Steel,HSS
2313.0,0.094,1.529,173.0,55.523,Turning,Cast Iron,Carbide
1290.0,0.125,2.629,113.0,41.691,Milling,Mild Steel,Coated Carbide
17613.62495027508,,0.863,263.0,140.867,Milling,Brass,Coated Carbide
2227.0,0.429,,146.0,18.539,Milling,Cakt Iron,HSS
2857.0,0.192,0.804,238.0,45.038,Turning,Cast Iron,Carbide
1595.0,0.071,0.63,125.0,55.895,Milling,Brass,Coated Carbide
1056.0,0.204,1.76,134.0,47.227,Milling,Brass,Coated Carbide
1860.0,0.369,1.693,290.0,33.562,Milling,Brass,HSS
1573.0,0.15,0.729,242.0,71.051,Milling,Brass,Carbide
2378.0,0.396,1.25,27.0,-1.579,Turning,Mild Steel,HSS
966.0,0.155,2.859,45.0,21.036,Milling,Mild Steel,HSS
1268.0,0.379,2.212,195.0,45.893,Milling,Mild Steel,Coated Carbide
884.0,0.48,2.553,77.0,9.781,Milling,Mild Steel,HSS
787.0,0.067,0.537,82.0,73.462,Turning,Brass,Carbide
1148.0,0.204,2.581,162.0,38.003,Turning,Mild Steel,
1236.0,0.124,0.255,172.0,81.65,Turning,Brass,HSS
2312.0,0.464,2.824,167.0,13.072,Turning,Brass,Carbide
2311.0,0.242,1.234,304.0,27.57,Turnifg,Brass,Coated Carbide
1517.0,0.134,0.421,55.0,20.644,Milling,Brass,Carbide
2760.0,0.354,1.451,188.0,10.663,Milling,Mild Steel,Coated Carbide
2087.0,0.07,0.788,21.0,14.963,Turning,Cast Iron,wSS
2843.0,0.212,1.6,,,Milling,Mild Steel,Carbide
1204.0,0.108,0.599,241.0,129.329,Milling,Mild Steel,Coated Carbide
882.0,0.088,0.364,244.0,232.113,Turning,Brass,HSS
832.0,0.306,2.699,104.0,26.434,Milling,Mild Steel,Carbide
1724.0,0.262,0.671,96.0,9.866,Turning,Brass,HSS
937.0,0.191,0.717,250.0,,Milling,Mild Steel,HSS
1157.0,0.378,2.386,61.0,7.96,Turning,Mild Steel,Coated Carbide
1285.0,0.249,2.464,219.0,58.629,Milling,Mild Steel,Carbide
1562.0,0.068,2.326,104.0,99.333,Milling,Cast Iron,Carbide
2288.0,0.088,2.397,262.0,112.206,Turning,Mild Steel,HSS
3069.0,0.374,1.706,218.0,19.3,Milling,Mild Steel,HSS
745.0,0.207,1.298,180.0,88.137,Milling,Brass,HSS
1539.0,0.171,2.482,230.0,62.654,Turning,Cast Iron,Carbide
1099.0,0.165,2.493,63.0,30.53,Milling,Brass,HSS
2675.0,0.423,0.192,3.0,4.014,Turning,Cast Iron,Coated Carbide
1911.0,0.201,0.312,32.0,7.092,Turning,Brass,
871.0,0.461,2.557,189.0,21.741,Milling,Brass,Coated Carbide
2371.0,0.314,1.773,144.0,10.378,Milling,Brass,Coated Carbide
1305.0,0.347,2.475,270.0,70.848,Milling,Cast Iron,HSm
1695.0,0.164,1.324,193.0,45.103,Turning,Mild Steel,Coated Carbide
